t,dt,durum,d_h,menzil,tgt_x,tgt_y,tgt_z,tgt_vx,tgt_vy,tgt_vz,iris_x,iris_y,iris_z,iris_roll_deg,iris_pitch_deg,iris_yaw_deg,st_x,st_y,st_z,vx_cmd,vy_cmd,vz_cmd,yaw_cmd_deg,kadraj_yaw_deg,kadraj_elev_deg,kadraj_pitch_hata_deg,u_px,v_px,tgt_omega_dps,ic_kayma_m,ic_yaricap_m
4494.495,0.05,KILIT,2.3,3.25,900.94,-144.84,-15.67,0.0,0.0,0.0,903.14,-145.5,-17.97,-16.5,11.9,-21.4,902.79,-145.4,-15.15,-0.06,0.02,0.6,-27.4,-165.82,-30.54,-55.54,,,0.0,0.0,
4494.545,0.0501,KILIT,2.63,3.47,901.16,-144.89,-15.67,1.32,-0.29,0.0,903.68,-145.64,-17.94,-16.5,10.7,-23.1,903.01,-145.44,-15.15,-0.04,0.04,1.2,-29.1,-165.37,-27.22,-52.22,,,0.0,0.0,
4494.596,0.0509,KILIT,2.82,3.59,901.51,-144.96,-15.67,2.97,-0.61,0.0,904.21,-145.76,-17.9,-19.8,9.8,-21.5,899.62,-144.57,-15.15,-0.62,0.2,1.28,-27.6,-165.55,-25.29,-50.29,,,0.0,0.0,
4494.646,0.0501,KILIT,2.93,3.66,901.94,-145.05,-15.67,4.65,-0.96,0.0,904.74,-145.91,-17.86,-17.7,8.7,-22.3,899.92,-145.26,-15.15,-1.21,0.2,1.4,-28.3,-166.45,-25.24,-50.24,,,-0.38,0.62,
4494.697,0.0502,KILIT,3.0,3.69,902.41,-145.14,-15.67,6.09,-1.23,0.0,905.27,-146.06,-17.82,-20.4,8.2,-23.1,900.63,-144.21,-15.15,-1.57,0.66,1.57,-29.1,-165.4,-23.93,-48.93,,,0.34,0.55,
4494.747,0.0501,KILIT,3.04,3.7,902.92,-145.24,-15.67,7.3,-1.46,0.0,905.8,-146.21,-17.78,-17.8,8.3,-23.9,901.23,-143.83,-15.15,-1.52,1.24,1.73,-29.9,-166.84,-23.67,-48.67,,,0.65,1.05,
4494.797,0.0503,KILIT,3.05,3.68,903.44,-145.34,-15.67,8.24,-1.64,0.0,906.31,-146.37,-17.73,-20.0,8.1,-26.2,901.76,-143.91,-15.15,-1.13,1.67,1.88,-32.2,-165.07,-22.35,-47.35,,,0.66,1.08,
4494.847,0.0501,KILIT,3.6,4.12,903.44,-145.34,-15.67,8.24,-1.64,0.0,906.84,-146.52,-17.68,-20.3,8.3,-26.9,901.76,-143.91,-15.15,-0.87,2.18,2.05,-32.9,-165.74,-17.14,-42.14,,,0.66,1.08,
4494.898,0.0512,KILIT,3.6,4.1,903.97,-145.45,-15.67,7.34,-1.47,0.0,907.36,-146.68,-17.63,-20.4,8.9,-27.1,902.25,-144.2,-15.15,-0.46,2.53,2.35,-33.2,-166.76,-16.15,-41.15,,,0.54,0.89,
4494.949,0.0502,KILIT,3.05,3.63,904.52,-145.57,-15.67,8.4,-1.72,0.0,907.36,-146.68,-17.63,-20.4,8.9,-27.1,902.52,-145.7,-15.15,-0.18,2.0,2.37,-33.1,-166.47,-20.49,-45.49,,,-0.32,0.53,
4494.999,0.0501,KILIT,3.03,3.58,905.06,-145.68,-15.67,9.14,-1.86,0.0,907.86,-146.85,-17.58,-21.4,9.4,-29.7,903.14,-145.44,-15.15,0.29,1.63,2.37,-35.7,-165.51,-18.94,-43.94,,,-0.09,0.15,
4495.05,0.0516,KILIT,3.02,3.55,905.61,-145.79,-15.67,9.57,-1.96,0.0,908.37,-147.02,-17.53,-22.4,11.0,-31.3,903.61,-145.93,-15.15,0.75,1.21,2.37,-37.5,-165.85,-16.6,-41.6,,,-0.33,0.54,
4495.1,0.0501,KILIT,2.99,3.5,906.15,-145.9,-15.67,9.95,-2.02,0.0,908.86,-147.18,-17.48,-20.0,11.8,-33.1,904.27,-145.45,-15.15,1.34,1.07,2.37,-39.1,-166.64,-15.87,-40.87,,,0.04,0.06,
4495.15,0.0501,KILIT,2.99,3.46,906.7,-146.01,-15.67,10.24,-2.07,0.0,909.36,-147.37,-17.42,-21.3,12.7,-34.9,904.88,-145.27,-15.15,1.94,1.06,2.36,-40.9,-166.94,-13.99,-38.99,,,0.22,0.36,
4495.202,0.0512,KILIT,3.51,3.87,907.23,-146.11,-15.67,10.26,-2.04,0.0,910.34,-147.73,-17.3,-21.8,13.4,-36.4,905.55,-144.67,-15.15,2.43,1.44,2.33,-42.5,-168.07,-7.8,-32.8,,,0.67,1.09,
4495.252,0.0503,KILIT,2.98,3.4,907.77,-146.22,-15.67,10.38,-2.1,0.0,910.34,-147.73,-17.3,-20.0,14.6,-37.7,905.87,-145.85,-15.15,2.97,1.17,2.31,-43.7,-168.91,-11.03,-36.03,,,-0.01,0.01,
4495.302,0.0501,KILIT,3.47,3.78,908.31,-146.33,-15.67,10.54,-2.12,0.0,911.3,-148.09,-17.17,-22.1,15.4,-39.6,906.5,-145.54,-15.15,3.56,1.23,2.25,-45.6,-169.15,-4.41,-29.41,,,0.26,0.42,
4495.352,0.0501,KILIT,2.83,3.21,908.98,-146.46,-15.67,11.4,-2.25,0.0,911.3,-148.09,-17.17,-20.9,16.0,-41.3,907.33,-144.87,-15.15,4.14,1.41,2.23,-47.3,-170.55,-9.21,-34.21,,,0.76,1.24,
4495.402,0.0501,KILIT,2.75,3.11,909.61,-146.59,-15.67,11.71,-2.37,0.0,911.77,-148.29,-17.11,-20.1,17.5,-42.1,907.64,-146.54,-15.15,4.62,1.06,2.2,-48.1,-173.15,-8.31,-33.31,,,-0.21,0.34,
4495.453,0.0505,KILIT,3.31,3.56,910.06,-146.68,-15.67,10.92,-2.18,0.0,912.7,-148.68,-16.98,-21.6,18.4,-43.9,908.25,-145.89,-15.15,5.21,1.16,2.11,-50.0,-172.99,-0.78,-25.78,,,0.26,0.42,
4495.503,0.0503,KILIT,3.14,3.38,910.77,-146.81,-15.67,11.83,-2.34,0.0,913.15,-148.86,-16.91,-20.3,19.2,-46.1,909.04,-145.58,-15.15,5.78,1.36,2.06,-52.1,-174.38,-0.51,-25.51,,,0.54,0.87,
4495.554,0.0506,KILIT,3.04,3.26,911.41,-146.95,-15.67,12.09,-2.44,0.02,913.59,-149.07,-16.84,-21.0,20.4,-46.4,909.48,-146.73,-15.15,6.29,1.04,2.01,-52.5,-177.82,0.08,-24.92,,,-0.1,0.16,
4495.604,0.0503,KILIT,2.98,3.17,912.0,-147.06,-15.66,12.02,-2.38,0.03,914.02,-149.25,-16.77,-20.8,21.6,-47.8,910.29,-145.8,-15.15,6.84,1.27,1.96,-53.8,179.96,1.27,-23.73,,,0.56,0.91,
4495.654,0.0501,KILIT,2.95,3.13,912.57,-147.17,-15.66,11.83,-2.31,0.03,914.44,-149.46,-16.7,-18.9,22.2,-49.7,910.96,-145.34,-15.14,7.3,1.65,1.92,-43.7,178.05,2.34,-22.66,,,0.91,1.48,
4495.705,0.0512,KILIT,2.93,3.09,913.14,-147.28,-15.66,11.58,-2.25,0.03,914.87,-149.64,-16.63,-20.5,22.7,-50.1,911.51,-145.53,-15.14,7.81,1.99,1.86,-44.0,175.23,2.88,-22.12,,,0.87,1.41,
4495.756,0.0507,KILIT,2.91,3.04,913.71,-147.39,-15.66,11.47,-2.27,0.02,915.29,-149.83,-16.56,-17.6,23.9,-50.4,911.87,-146.71,-15.14,8.25,1.59,1.77,-44.3,172.01,4.35,-20.65,,,0.2,0.32,
4495.807,0.051,KILIT,2.88,3.0,914.26,-147.51,-15.66,11.31,-2.28,0.02,915.69,-150.02,-16.49,-17.2,24.7,-51.8,912.21,-147.94,-15.14,8.38,0.99,1.72,-45.7,169.58,5.58,-19.42,,,-0.51,0.83,
4495.857,0.0501,KILIT,2.87,2.97,914.82,-147.63,-15.66,11.26,-2.29,0.01,916.07,-150.21,-16.42,-17.8,25.1,-50.8,912.73,-148.24,-15.14,8.55,0.42,1.65,-44.8,164.6,5.19,-19.81,,,-0.63,1.02,
4495.907,0.05,KILIT,3.22,3.3,914.82,-147.63,-15.66,11.26,-2.29,0.01,916.45,-150.41,-16.35,-12.6,26.4,-49.4,912.73,-148.24,-15.14,8.44,-0.16,1.55,-43.4,166.88,11.34,-13.66,,,-0.63,1.02,
4495.958,0.0508,KILIT,3.2,3.26,915.39,-147.74,-15.66,9.56,-1.94,0.01,916.84,-150.59,-16.28,-12.0,27.0,-49.6,913.33,-148.15,-15.14,7.87,-0.28,1.37,-43.5,163.55,12.2,-12.8,,,-0.5,0.81,
4496.008,0.0501,KILIT,3.18,3.22,915.94,-147.85,-15.66,10.03,-2.02,0.01,917.2,-150.77,-16.21,-10.0,27.5,-46.9,913.95,-147.95,-15.14,8.12,0.25,1.22,-40.9,157.31,12.4,-12.6,,,-0.3,0.49,
4496.059,0.0509,KILIT,3.06,3.1,916.73,-148.01,-15.66,11.63,-2.35,0.01,917.58,-150.95,-16.13,-6.4,27.7,-45.0,913.68,-147.96,-14.86,7.8,0.77,1.27,-38.9,149.01,12.33,-12.67,,,-0.34,0.56,
4496.111,0.0522,KILIT,3.01,3.04,917.41,-148.15,-15.66,12.06,-2.45,0.0,917.92,-151.12,-16.06,-6.1,27.7,-42.9,914.4,-148.21,-14.87,8.41,0.63,1.24,-36.6,140.59,10.65,-14.35,,,-0.4,0.65,
4496.162,0.051,KILIT,3.02,3.04,918.04,-148.28,-15.66,12.17,-2.47,0.0,918.27,-151.29,-15.99,-1.9,27.3,-38.8,915.08,-148.13,-14.87,9.01,0.74,1.21,-32.7,131.78,11.02,-13.98,,,-0.27,0.44,
4496.212,0.0501,KILIT,3.23,3.24,918.04,-148.28,-15.66,12.17,-2.47,0.0,918.61,-151.46,-15.91,-0.1,26.1,-35.8,914.88,-148.09,-14.82,8.78,1.29,1.13,-29.8,134.32,14.17,-10.83,,,-0.27,0.44,
4496.262,0.0501,KILIT,3.24,3.25,918.64,-148.4,-15.66,10.31,-2.1,0.0,918.96,-151.63,-15.84,1.0,25.0,-33.7,915.47,-148.26,-14.82,8.2,1.46,1.07,-27.7,127.87,13.34,-11.66,,,-0.3,0.49,
4496.312,0.0501,KILIT,3.12,3.12,919.22,-148.52,-15.66,10.72,-2.18,0.0,918.96,-151.63,-15.84,6.1,23.9,-30.9,916.19,-148.32,-14.85,8.8,1.38,1.05,-24.9,115.76,12.68,-12.32,,,-0.25,0.41,
4496.363,0.0507,KILIT,3.31,3.31,919.79,-148.63,-15.66,10.85,-2.18,0.0,919.62,-151.94,-15.69,6.3,22.2,-28.0,916.7,-147.77,-14.8,9.01,1.95,1.01,-21.9,114.1,14.48,-10.52,,,0.14,0.23,
4496.414,0.0514,KILIT,3.34,3.34,920.36,-148.76,-15.66,10.91,-2.25,0.0,919.95,-152.07,-15.62,10.0,20.3,-25.8,917.0,-149.07,-14.8,9.1,1.34,0.96,-19.6,108.1,16.58,-8.42,,,-0.6,0.98,
4496.465,0.051,KILIT,3.41,3.42,920.92,-148.87,-15.66,10.94,-2.24,0.0,920.26,-152.22,-15.55,12.8,18.6,-23.6,917.57,-148.78,-14.78,9.67,1.14,0.85,-17.5,101.81,18.25,-6.75,,,-0.36,0.59,
4496.517,0.0517,KILIT,3.52,3.53,921.7,-149.03,-15.66,12.21,-2.48,0.0,920.57,-152.36,-15.48,13.0,16.0,-21.1,918.38,-148.29,-14.75,10.22,1.42,0.83,-14.9,91.49,16.45,-8.55,1964.6,-218.3,0.04,0.06,
4496.567,0.0501,KILIT,3.55,3.55,921.7,-149.03,-15.66,12.21,-2.48,0.0,920.9,-152.48,-15.42,17.3,13.7,-18.6,918.35,-148.28,-14.74,10.55,1.92,0.77,-12.6,94.78,22.31,-2.69,2014.9,-452.3,0.04,0.06,
4496.617,0.05,KILIT,3.68,3.7,922.62,-149.21,-15.66,11.29,-2.29,0.0,921.2,-152.61,-15.35,17.0,11.4,-16.9,919.13,-148.46,-14.7,11.09,2.17,0.7,-10.9,82.99,20.47,-4.53,936.0,62.1,0.03,0.04,
4496.667,0.0501,KILIT,3.85,3.87,923.38,-149.37,-15.66,12.48,-2.53,0.0,921.51,-152.73,-15.28,18.9,8.7,-15.1,919.72,-148.63,-14.66,11.68,2.04,0.68,-9.1,74.19,21.72,-3.28,706.0,141.3,-0.0,0.0,
4496.718,0.0506,KILIT,4.03,4.05,924.06,-149.51,-15.66,12.76,-2.63,0.0,921.81,-152.85,-15.22,20.7,6.2,-13.2,920.04,-149.63,-14.61,11.92,1.48,0.67,-7.1,66.76,23.19,-1.81,604.1,171.5,-0.57,0.92,
4496.768,0.0501,KILIT,4.18,4.21,924.69,-149.64,-15.66,12.66,-2.6,0.0,922.12,-152.94,-15.16,19.8,3.3,-11.2,920.58,-149.4,-14.57,12.33,1.04,0.64,-5.2,60.67,22.83,-2.17,553.5,193.2,-0.36,0.59,
4496.818,0.0504,KILIT,4.35,4.38,925.29,-149.76,-15.66,12.45,-2.56,0.0,922.43,-153.04,-15.1,22.4,0.6,-9.4,921.03,-149.46,-14.53,12.76,0.62,0.61,-3.4,54.55,25.76,0.76,506.0,196.1,-0.34,0.56,
4496.869,0.0501,KILIT,4.52,4.56,925.87,-149.88,-15.66,12.19,-2.48,0.0,922.73,-153.13,-15.04,20.9,-2.1,-7.5,921.59,-148.81,-14.48,12.95,1.19,0.6,-1.5,49.69,25.55,0.55,481.1,206.2,0.12,0.2,
4496.919,0.0501,KILIT,4.67,4.72,926.43,-149.99,-15.66,11.92,-2.44,0.0,923.06,-153.22,-14.98,21.7,-4.7,-5.8,922.04,-149.18,-14.46,13.12,1.43,0.52,0.2,44.92,27.43,2.43,456.6,206.9,-0.05,0.08,
4496.969,0.0503,KILIT,4.83,4.88,927.0,-150.11,-15.66,11.72,-2.39,0.0,923.37,-153.29,-14.92,21.2,-7.3,-3.8,922.73,-149.07,-14.48,13.57,1.83,0.46,2.2,40.01,28.41,3.41,436.1,209.9,0.11,0.17,
4497.019,0.05,KILIT,4.65,4.72,927.0,-150.11,-15.66,11.72,-2.39,0.0,923.68,-153.37,-14.87,19.2,-9.6,-1.9,922.8,-149.08,-14.5,12.98,1.9,0.41,4.1,42.19,29.85,4.85,442.4,202.3,0.11,0.17,
4497.069,0.0501,KILIT,4.79,4.86,927.56,-150.22,-15.66,9.88,-2.01,0.0,924.01,-153.43,-14.82,19.5,-12.0,-0.2,923.44,-149.17,-14.52,12.38,1.96,0.37,5.8,37.44,31.57,6.57,423.4,202.4,0.13,0.21,
4497.119,0.0502,KILIT,4.95,5.03,928.12,-150.33,-15.66,10.25,-2.05,0.0,924.32,-153.5,-14.77,16.7,-13.7,1.9,924.22,-148.51,-14.54,12.49,2.55,0.33,7.9,33.87,30.99,5.99,412.3,208.0,0.63,1.02,
4497.169,0.0501,KILIT,5.21,5.29,928.87,-150.49,-15.66,11.68,-2.39,0.0,924.65,-153.54,-14.72,15.5,-15.6,4.3,924.68,-150.13,-14.54,12.71,1.99,0.31,10.3,27.2,31.32,6.32,391.6,212.5,-0.3,0.49,
4497.219,0.0501,KILIT,4.97,5.07,928.87,-150.49,-15.66,11.68,-2.39,0.0,924.98,-153.59,-14.68,14.2,-17.2,6.5,924.68,-150.13,-14.54,12.69,1.39,0.28,12.5,28.44,33.03,8.03,394.0,206.2,-0.3,0.49,
4497.269,0.0501,KILIT,5.34,5.44,929.76,-150.67,-15.66,10.85,-2.23,0.0,925.32,-153.64,-14.64,11.2,-18.5,8.6,925.58,-150.29,-14.54,12.84,0.81,0.23,14.6,22.21,32.16,7.16,377.0,213.1,-0.29,0.47,
4497.32,0.0506,KILIT,5.63,5.73,930.53,-150.83,-15.66,12.12,-2.48,0.0,925.66,-153.67,-14.6,10.3,-19.8,11.5,926.41,-150.11,-14.54,13.41,0.6,0.2,17.6,15.41,32.54,7.54,358.7,215.1,-0.07,0.12,
4497.37,0.0501,KILIT,5.86,5.96,931.2,-150.97,-15.66,12.52,-2.58,0.0,926.01,-153.7,-14.57,7.4,-20.8,14.1,927.01,-150.62,-14.54,13.87,0.22,0.17,20.1,11.24,32.39,7.39,348.1,216.9,-0.31,0.5,
4497.42,0.05,KILIT,6.06,6.16,931.82,-151.1,-15.66,12.51,-2.57,0.0,926.37,-153.73,-14.54,5.3,-21.4,16.0,927.65,-150.67,-14.54,14.38,-0.1,0.14,22.0,8.02,32.42,7.42,339.9,217.6,-0.26,0.42,
4497.47,0.0501,KILIT,6.25,6.35,932.43,-151.22,-15.66,12.39,-2.53,0.0,926.72,-153.75,-14.51,3.6,-21.8,18.8,928.44,-150.28,-14.56,14.98,-0.05,0.1,23.9,3.67,32.44,7.44,329.1,218.1,0.08,0.12,
4497.52,0.0501,KILIT,6.4,6.51,933.01,-151.34,-15.66,12.15,-2.49,0.0,927.09,-153.77,-14.48,0.6,-22.0,21.6,929.02,-150.73,-14.58,15.5,-0.35,0.05,21.6,0.46,32.45,7.45,321.1,218.2,-0.13,0.21,
4497.571,0.0502,KILIT,6.55,6.66,933.58,-151.45,-15.66,11.9,-2.42,0.0,927.46,-153.78,-14.46,-2.0,-21.6,23.9,929.78,-150.3,-14.6,16.04,-0.09,-0.01,20.8,-2.3,32.05,7.05,314.3,219.3,0.23,0.37,
4497.621,0.0501,KILIT,6.69,6.8,934.13,-151.57,-15.66,11.66,-2.38,0.0,927.83,-153.81,-14.43,-3.7,-21.5,26.4,930.33,-150.8,-14.62,16.46,-0.5,-0.09,20.4,-5.59,32.18,7.18,306.1,218.7,-0.01,0.01,
4497.671,0.0501,KILIT,6.81,6.93,934.69,-151.68,-15.66,11.48,-2.35,0.0,928.22,-153.82,-14.41,-6.3,-21.0,28.7,930.95,-150.94,-14.64,16.77,-1.01,-0.2,22.7,-8.14,32.11,7.11,299.7,218.5,-0.01,0.02,
4497.721,0.0501,KILIT,6.92,7.04,935.24,-151.79,-15.66,11.32,-2.31,0.0,928.62,-153.83,-14.4,-8.4,-20.5,30.2,931.57,-151.05,-14.66,16.77,-1.22,-0.26,24.2,-9.97,32.03,7.03,295.1,218.3,-0.0,0.0,
4497.771,0.0504,KILIT,7.05,7.16,935.79,-151.9,-15.66,11.24,-2.28,0.0,929.02,-153.84,-14.38,-9.6,-20.0,31.7,932.28,-150.82,-14.68,16.92,-0.63,-0.28,25.7,-12.34,31.97,6.97,289.0,217.8,0.22,0.36,
4497.821,0.0501,KILIT,7.14,7.26,936.33,-152.01,-15.66,11.09,-2.26,0.0,929.43,-153.85,-14.37,-11.5,-19.5,33.1,932.83,-151.21,-14.7,16.75,-1.21,-0.32,27.1,-14.05,32.09,7.09,284.7,216.9,0.06,0.09,
4497.871,0.0501,KILIT,7.24,7.36,936.87,-152.13,-15.66,10.99,-2.27,0.0,929.84,-153.85,-14.36,-13.3,-18.9,34.4,933.3,-152.01,-14.72,16.62,-1.79,-0.33,28.4,-15.81,32.2,7.2,280.1,216.0,-0.37,0.6,
4497.922,0.0501,KILIT,7.36,7.47,937.43,-152.24,-15.66,11.02,-2.24,0.0,930.25,-153.86,-14.35,-14.5,-18.4,35.8,934.12,-151.21,-14.74,16.82,-1.23,-0.35,29.8,-17.92,32.3,7.3,274.6,214.8,0.21,0.34,
4497.972,0.0501,KILIT,7.46,7.57,937.98,-152.35,-15.66,11.03,-2.27,0.0,930.68,-153.87,-14.34,-15.8,-17.8,37.1,934.6,-152.08,-14.76,16.76,-1.82,-0.37,31.1,-19.86,32.43,7.43,269.5,213.5,-0.26,0.42,
4498.023,0.0513,KILIT,7.54,7.65,938.53,-152.46,-15.66,10.95,-2.23,0.0,931.13,-153.89,-14.34,-17.7,-17.0,38.5,935.32,-151.71,-14.78,16.92,-1.46,-0.44,32.3,-21.38,32.62,7.62,265.5,212.1,0.06,0.09,
4498.073,0.0501,KILIT,7.64,7.75,939.08,-152.58,-15.66,10.97,-2.25,0.0,931.56,-153.9,-14.33,-18.7,-16.2,39.7,935.89,-152.11,-14.8,16.88,-2.06,-0.45,33.7,-23.33,32.6,7.6,260.2,211.1,-0.11,0.18,
4498.123,0.05,KILIT,7.72,7.83,939.63,-152.7,-15.66,10.95,-2.27,0.0,932.01,-153.91,-14.33,-19.8,-15.4,40.7,936.38,-152.85,-14.82,16.79,-2.65,-0.46,34.7,-24.96,32.6,7.6,255.6,210.0,-0.5,0.81,
4498.173,0.05,KILIT,7.79,7.9,940.18,-152.8,-15.66,10.95,-2.23,0.0,932.47,-153.94,-14.33,-21.2,-14.3,41.8,937.25,-151.75,-14.84,16.93,-2.07,-0.47,35.8,-26.29,32.53,7.53,251.8,209.3,0.27,0.45,
4498.224,0.0505,KILIT,7.85,7.97,940.73,-152.91,-15.66,10.93,-2.22,0.0,932.94,-153.94,-14.33,-22.7,-12.0,43.6,937.86,-151.95,-14.85,17.11,-1.49,-0.5,37.5,-28.76,31.84,6.84,244.2,209.7,0.23,0.37,
4498.274,0.0508,KILIT,7.45,7.57,941.28,-153.02,-15.66,10.91,-2.21,0.0,933.89,-153.99,-14.34,-23.5,-10.6,44.3,938.51,-151.92,-14.87,16.61,-1.14,-0.51,38.2,-29.23,31.71,6.71,242.7,209.7,0.32,0.53,
4498.324,0.0501,KILIT,7.96,8.07,941.81,-153.14,-15.66,10.8,-2.23,0.0,933.89,-153.99,-14.34,-24.0,-9.3,44.8,938.87,-153.24,-14.89,16.61,-1.74,-0.52,38.8,-31.33,30.78,5.78,235.6,210.9,-0.43,0.7,
4498.375,0.0501,KILIT,7.53,7.64,942.35,-153.25,-15.66,10.8,-2.21,0.0,934.86,-154.04,-14.35,-23.9,-8.2,45.5,939.59,-152.83,-14.91,16.15,-2.13,-0.54,45.5,-32.25,30.53,5.53,232.5,211.0,-0.09,0.14,
4498.425,0.0501,KILIT,8.07,8.18,942.91,-153.36,-15.66,10.9,-2.23,0.0,934.86,-154.04,-14.35,-23.9,-8.2,45.5,940.25,-152.82,-14.93,16.74,-2.24,-0.56,45.5,-33.79,30.21,5.21,227.3,210.6,-0.0,0.0,
4498.476,0.0511,KILIT,8.13,8.23,943.46,-153.47,-15.66,10.85,-2.22,0.0,935.35,-154.08,-14.36,-23.3,-7.4,45.9,940.88,-152.87,-14.95,17.35,-2.2,-0.59,45.9,-35.23,29.38,4.38,221.8,211.9,0.04,0.07,
4498.527,0.051,KILIT,8.16,8.26,944.01,-153.58,-15.66,10.83,-2.21,0.0,935.86,-154.12,-14.37,-22.5,-5.5,47.0,941.54,-152.85,-14.97,17.45,-1.8,-0.6,47.0,-37.55,27.79,2.79,212.1,214.8,0.14,0.23,
4498.577,0.0501,KILIT,8.18,8.28,944.54,-153.69,-15.66,10.76,-2.21,0.0,936.37,-154.15,-14.38,-21.4,-4.4,48.2,942.05,-153.41,-14.99,17.27,-2.37,-0.61,48.2,-40.01,26.64,1.64,201.8,215.9,-0.14,0.22,
4498.627,0.05,KILIT,8.21,8.3,945.08,-153.8,-15.66,10.78,-2.21,0.0,936.88,-154.2,-14.4,-20.9,-3.6,49.5,942.69,-153.39,-15.01,17.08,-2.8,-0.61,49.5,-42.14,25.98,0.98,192.7,215.7,-0.05,0.07,
4498.677,0.0501,KILIT,8.19,8.28,945.6,-153.91,-15.66,10.69,-2.2,0.0,937.42,-154.24,-14.41,-20.8,-2.9,50.6,943.21,-153.9,-15.03,16.86,-3.36,-0.62,50.6,-43.92,25.73,0.73,185.1,214.2,-0.29,0.47,
4498.728,0.0507,KILIT,7.67,7.77,946.13,-154.02,-15.66,10.58,-2.17,0.0,938.46,-154.36,-14.44,-19.8,-2.3,51.8,943.88,-153.7,-15.05,16.3,-3.13,-0.62,51.8,-45.2,25.18,0.18,178.8,214.5,-0.09,0.14,
4498.778,0.0501,KILIT,8.21,8.3,946.66,-154.13,-15.66,10.63,-2.19,0.0,938.46,-154.36,-14.44,-19.0,-1.8,52.8,944.38,-153.98,-15.05,16.67,-3.3,-0.61,52.8,-47.67,24.1,-0.9,166.0,214.8,-0.19,0.31,
4498.828,0.0501,KILIT,7.68,7.77,947.21,-154.24,-15.66,10.73,-2.2,0.0,939.54,-154.47,-14.48,-19.0,-1.1,53.9,945.08,-153.71,-15.07,16.26,-2.86,-0.61,53.9,-48.67,24.14,-0.86,161.2,213.1,0.06,0.1,
4498.878,0.0503,KILIT,7.68,7.77,947.77,-154.35,-15.66,10.84,-2.2,0.0,940.09,-154.54,-14.5,-18.3,-0.4,54.9,945.82,-153.32,-15.09,16.2,-2.26,-0.6,54.9,-50.29,23.28,-1.72,151.6,213.7,0.38,0.62,
4498.928,0.0502,KILIT,8.24,8.32,948.33,-154.47,-15.66,10.93,-2.22,0.0,940.09,-154.54,-14.5,-17.0,0.3,55.8,946.4,-153.7,-15.11,16.77,-2.07,-0.61,55.8,-52.62,21.62,-3.38,135.6,216.2,0.23,0.37,
4498.979,0.0503,KILIT,7.66,7.74,948.86,-154.58,-15.66,10.82,-2.2,0.0,941.2,-154.68,-14.54,-16.6,1.1,56.7,947.01,-153.97,-15.14,16.16,-2.08,-0.6,56.7,-53.3,21.26,-3.74,130.8,216.4,0.14,0.22,
4499.031,0.0527,KILIT,7.78,7.85,949.53,-154.72,-15.66,11.35,-2.35,0.0,941.75,-154.74,-14.56,-15.9,1.6,57.5,947.51,-154.92,-15.14,16.14,-2.71,-0.6,57.5,-54.97,20.41,-4.59,118.7,216.8,-0.37,0.61,
4499.081,0.0501,KILIT,7.85,7.92,950.15,-154.85,-15.66,11.67,-2.41,0.0,942.3,-154.82,-14.58,-14.0,1.8,58.3,948.15,-154.99,-15.14,16.31,-3.29,-0.59,58.3,-56.58,18.71,-6.29,103.5,220.8,-0.33,0.54,
4499.132,0.0502,KILIT,7.88,7.95,950.75,-154.97,-15.66,11.79,-2.41,0.0,942.87,-154.9,-14.6,-13.1,1.8,59.2,948.87,-154.52,-15.14,16.71,-2.84,-0.57,59.2,-58.0,17.96,-7.04,91.1,221.1,0.04,0.07,
4499.182,0.0502,KILIT,8.36,8.42,951.22,-155.06,-15.66,11.07,-2.27,0.0,942.87,-154.9,-14.6,-12.5,1.8,59.9,949.33,-154.66,-15.14,17.29,-2.69,-0.55,59.9,-59.54,17.21,-7.79,76.8,221.2,0.01,0.02,
4499.232,0.0501,KILIT,7.72,7.78,951.73,-155.16,-15.66,10.75,-2.17,0.0,944.01,-155.06,-14.65,-10.6,1.7,60.8,949.98,-154.04,-15.14,16.98,-2.18,-0.54,60.8,-60.35,15.91,-9.09,65.5,225.6,0.47,0.76,
4499.282,0.0501,KILIT,8.24,8.31,952.25,-155.27,-15.66,10.68,-2.14,0.0,944.01,-155.06,-14.65,-10.6,1.7,60.8,950.59,-153.75,-15.14,17.08,-1.58,-0.53,60.8,-61.09,15.52,-9.48,57.5,225.8,0.71,1.16,
4499.332,0.0501,KILIT,8.21,8.27,952.79,-155.37,-15.66,10.68,-2.13,0.0,944.58,-155.15,-14.67,-10.1,1.5,61.6,951.13,-153.8,-15.14,17.08,-0.98,-0.52,61.6,-62.11,15.16,-9.84,46.6,225.2,0.75,1.22,
4499.382,0.0501,KILIT,8.2,8.25,953.33,-155.48,-15.66,10.74,-2.13,0.0,945.14,-155.23,-14.7,-10.1,1.1,62.2,951.68,-153.9,-15.14,16.97,-0.39,-0.48,62.2,-62.97,15.23,-9.77,38.4,222.7,0.75,1.23,
4499.432,0.0501,KILIT,8.13,8.18,953.86,-155.6,-15.66,10.65,-2.19,0.0,945.73,-155.31,-14.72,-8.5,0.5,62.8,945.94,-154.83,-13.54,16.37,-0.46,-0.43,62.8,-64.1,14.05,-10.95,21.3,226.0,-0.52,0.84,
4499.482,0.0501,KILIT,8.11,8.16,954.39,-155.71,-15.66,10.68,-2.19,0.0,946.29,-155.41,-14.74,-8.6,-0.4,63.4,946.55,-154.71,-13.55,15.78,-0.52,-0.37,63.4,-64.86,14.45,-10.55,14.7,221.8,-0.37,0.6,
