t,dt,durum,d_h,menzil,tgt_x,tgt_y,tgt_z,tgt_vx,tgt_vy,tgt_vz,iris_x,iris_y,iris_z,iris_roll_deg,iris_pitch_deg,iris_yaw_deg,st_x,st_y,st_z,vx_cmd,vy_cmd,vz_cmd,yaw_cmd_deg,kadraj_yaw_deg,kadraj_elev_deg,kadraj_pitch_hata_deg,u_px,v_px,tgt_omega_dps,ic_kayma_m,ic_yaricap_m
4517.865,0.0503,KILIT,12.75,12.99,1149.18,-196.47,-15.68,9.33,-1.98,-0.0,1136.71,-193.79,-13.21,-1.2,-3.5,-17.3,1142.15,-194.65,-13.74,14.89,-2.57,-0.53,-12.1,5.55,14.34,-10.66,336.0,271.2,0.19,0.32,
4517.916,0.0503,KILIT,13.31,13.54,1149.72,-196.59,-15.68,9.79,-2.11,-0.0,1136.71,-193.79,-13.21,-0.7,-3.4,-16.6,1142.61,-195.53,-13.76,14.92,-3.17,-0.53,-12.1,4.69,13.85,-11.15,333.5,272.7,-0.28,0.46,
4517.966,0.0502,KILIT,13.25,13.47,1150.27,-196.71,-15.68,10.15,-2.17,-0.0,1137.32,-193.92,-13.24,-0.7,-3.4,-16.6,1143.33,-195.23,-13.78,15.48,-3.38,-0.54,-12.1,4.69,13.77,-11.23,333.5,272.9,-0.01,0.01,
4518.016,0.0501,KILIT,13.18,13.4,1150.82,-196.82,-15.68,10.38,-2.22,-0.0,1137.93,-194.06,-13.26,-0.0,-3.2,-15.5,1143.92,-195.49,-13.8,15.65,-3.81,-0.54,-12.1,3.44,13.6,-11.4,329.9,273.5,-0.08,0.14,
4518.066,0.0501,KILIT,13.11,13.33,1151.37,-196.94,-15.68,10.55,-2.27,-0.0,1138.55,-194.18,-13.28,0.2,-2.2,-14.7,1144.5,-195.77,-13.82,15.61,-4.3,-0.54,-14.7,2.52,12.58,-12.42,327.3,276.7,-0.18,0.3,
4518.117,0.0508,KILIT,13.05,13.27,1151.92,-197.06,-15.68,10.63,-2.29,-0.0,1139.16,-194.31,-13.3,0.2,-2.2,-14.7,1145.1,-196.03,-13.84,15.58,-4.57,-0.54,-14.7,2.5,12.54,-12.46,327.3,276.8,-0.26,0.43,
4518.167,0.0501,KILIT,12.97,13.18,1152.46,-197.18,-15.68,10.71,-2.32,-0.0,1139.78,-194.45,-13.33,-0.9,-1.5,-14.9,1145.67,-196.38,-13.86,15.46,-5.08,-0.53,-14.9,2.95,11.72,-13.28,328.6,279.3,-0.4,0.65,
4518.217,0.0501,KILIT,12.92,13.13,1153.02,-197.3,-15.68,10.84,-2.34,-0.0,1140.39,-194.57,-13.35,-0.9,-1.5,-14.9,1146.36,-196.21,-13.87,15.66,-4.51,-0.53,-14.9,2.9,11.67,-13.33,328.5,279.4,-0.21,0.34,
4518.267,0.0501,KILIT,12.96,13.17,1153.69,-197.44,-15.68,11.59,-2.48,-0.0,1141.02,-194.7,-13.37,0.5,-1.4,-15.8,1147.24,-195.75,-13.89,16.0,-4.02,-0.52,-12.2,3.51,11.53,-13.47,330.3,279.8,0.19,0.31,
4518.317,0.0504,KILIT,12.99,13.19,1154.31,-197.58,-15.68,11.83,-2.54,-0.0,1141.62,-194.82,-13.39,-1.6,-1.6,-16.9,1147.86,-196.26,-13.91,16.59,-3.88,-0.52,-12.3,5.0,11.46,-13.54,334.7,280.0,-0.04,0.07,
4518.368,0.0501,KILIT,12.84,13.04,1154.78,-197.68,-15.68,11.1,-2.39,-0.0,1142.23,-194.96,-13.41,-1.6,-1.6,-16.9,1148.39,-196.41,-13.93,16.37,-3.58,-0.52,-12.2,5.04,11.48,-13.52,334.8,279.9,-0.07,0.11,
4518.418,0.0501,KILIT,12.71,12.9,1155.29,-197.79,-15.68,10.8,-2.32,-0.0,1142.87,-195.1,-13.44,-1.4,-1.9,-17.2,1148.97,-196.52,-13.95,15.82,-3.4,-0.51,-12.2,5.32,11.76,-13.24,335.6,279.0,-0.06,0.09,
4518.468,0.0501,KILIT,12.62,12.81,1155.81,-197.9,-15.68,10.7,-2.33,-0.0,1143.48,-195.23,-13.46,-3.4,-2.3,-16.8,1149.42,-197.31,-13.97,15.65,-3.97,-0.51,-12.2,5.33,11.97,-13.03,335.6,278.4,-0.48,0.78,
4518.518,0.0501,KILIT,12.54,12.73,1156.34,-198.02,-15.68,10.66,-2.32,-0.0,1144.09,-195.36,-13.48,-2.5,-2.7,-16.2,1150.08,-197.17,-13.99,15.36,-4.35,-0.51,-12.2,4.55,12.46,-12.54,333.3,276.9,-0.31,0.5,
4518.568,0.0501,KILIT,12.47,12.66,1156.88,-198.14,-15.68,10.69,-2.32,-0.0,1144.7,-195.49,-13.5,-2.8,-3.0,-15.4,1150.71,-197.2,-14.01,15.47,-3.91,-0.51,-12.2,3.82,12.74,-12.26,331.1,276.1,-0.24,0.39,
4518.618,0.0501,KILIT,12.34,12.53,1157.4,-198.25,-15.68,10.57,-2.28,-0.0,1145.34,-195.62,-13.52,-3.5,-3.3,-14.6,1151.37,-197.01,-14.03,15.43,-3.31,-0.51,-14.6,3.16,13.06,-11.94,329.2,275.2,-0.04,0.07,
4518.668,0.0501,KILIT,12.27,12.45,1157.94,-198.36,-15.68,10.64,-2.26,-0.0,1145.95,-195.75,-13.54,-2.2,-3.5,-14.5,1152.19,-196.14,-14.05,15.55,-2.72,-0.51,-14.5,2.79,13.29,-11.71,328.1,274.5,0.6,0.97,
4518.718,0.0501,KILIT,12.2,12.38,1158.48,-198.47,-15.68,10.71,-2.29,-0.0,1146.56,-195.89,-13.56,-2.9,-3.3,-14.7,1152.7,-196.77,-14.07,15.72,-2.15,-0.51,-14.7,3.18,13.01,-11.99,329.2,275.3,0.28,0.46,
4518.768,0.0501,KILIT,12.1,12.29,1159.0,-198.58,-15.68,10.6,-2.26,-0.0,1147.17,-196.03,-13.58,-2.9,-3.1,-14.8,1153.28,-196.97,-14.09,15.55,-2.25,-0.51,-14.8,3.31,12.79,-12.21,329.6,276.0,0.24,0.39,
4518.818,0.0502,KILIT,12.02,12.2,1159.54,-198.71,-15.68,10.65,-2.32,-0.0,1147.79,-196.16,-13.6,-1.3,-2.9,-15.7,1153.65,-198.21,-14.11,15.43,-2.84,-0.51,-12.2,3.8,12.63,-12.37,331.1,276.5,-0.47,0.77,
4518.869,0.0501,KILIT,11.94,12.12,1160.08,-198.82,-15.68,10.71,-2.3,-0.0,1148.41,-196.31,-13.63,-2.0,-2.4,-16.9,1154.44,-197.54,-14.13,15.5,-2.96,-0.5,-12.1,5.23,11.96,-13.04,335.3,278.4,0.04,0.07,
4518.919,0.0501,KILIT,11.88,12.05,1160.63,-198.94,-15.68,10.79,-2.31,-0.0,1149.02,-196.44,-13.65,-0.7,-1.9,-16.9,1155.12,-197.37,-14.15,15.71,-2.4,-0.5,-12.1,4.94,11.53,-13.47,334.5,279.8,0.23,0.38,
4518.969,0.0501,KILIT,11.79,11.96,1161.18,-199.06,-15.68,10.82,-2.34,-0.0,1149.65,-196.58,-13.67,0.5,-1.6,-16.8,1155.58,-198.26,-14.17,15.59,-2.99,-0.5,-12.1,4.6,11.31,-13.69,333.5,280.5,-0.25,0.41,
4519.02,0.0508,KILIT,11.73,11.9,1161.73,-199.17,-15.68,10.83,-2.33,-0.0,1150.26,-196.72,-13.69,-0.3,-1.1,-16.9,1156.29,-198.0,-14.19,15.65,-3.22,-0.5,-12.1,4.9,10.7,-14.3,334.5,282.4,0.0,0.0,
4519.07,0.05,KILIT,11.66,11.82,1162.29,-199.3,-15.68,10.91,-2.36,-0.0,1150.89,-196.86,-13.71,1.8,-0.7,-15.9,1156.83,-198.53,-14.21,15.56,-3.81,-0.5,-12.1,3.51,10.41,-14.59,330.4,283.3,-0.25,0.41,
4519.12,0.0501,KILIT,11.59,11.75,1162.84,-199.41,-15.68,10.93,-2.36,-0.0,1151.5,-197.01,-13.73,1.3,-0.8,-14.7,1157.51,-198.37,-14.23,15.74,-3.37,-0.5,-14.7,2.5,10.41,-14.59,327.4,283.3,-0.06,0.1,
4519.17,0.0501,KILIT,11.53,11.69,1163.39,-199.54,-15.68,10.98,-2.38,-0.0,1152.12,-197.14,-13.75,1.1,-0.5,-14.8,1158.08,-198.79,-14.25,15.67,-3.97,-0.5,-14.8,2.61,10.06,-14.94,327.7,284.4,-0.24,0.4,
4519.22,0.0501,KILIT,11.47,11.62,1163.95,-199.65,-15.68,11.01,-2.37,-0.0,1152.73,-197.28,-13.77,2.5,-0.4,-14.5,1158.8,-198.47,-14.27,15.84,-3.39,-0.5,-14.5,2.12,9.96,-15.04,326.3,284.7,0.05,0.08,
4519.27,0.0501,KILIT,11.4,11.56,1164.51,-199.77,-15.68,11.04,-2.37,-0.0,1153.35,-197.41,-13.79,0.8,-0.7,-14.2,1159.47,-198.41,-14.28,16.02,-2.82,-0.5,-14.2,2.11,10.14,-14.86,326.2,284.2,0.17,0.27,
4519.32,0.0501,KILIT,11.34,11.49,1165.06,-199.9,-15.68,11.02,-2.39,-0.0,1153.96,-197.55,-13.81,1.7,-0.9,-15.5,1159.93,-199.29,-14.3,15.91,-3.41,-0.49,-11.9,3.26,10.36,-14.64,329.7,283.5,-0.31,0.5,
4519.37,0.0503,KILIT,11.26,11.41,1165.61,-200.01,-15.68,11.02,-2.36,-0.0,1154.59,-197.7,-13.83,1.7,-0.9,-16.4,1160.77,-198.44,-14.32,16.03,-2.82,-0.49,-11.8,4.27,10.36,-14.64,332.6,283.4,0.32,0.52,
4519.421,0.0501,KILIT,11.17,11.32,1166.14,-200.12,-15.68,10.88,-2.32,-0.0,1155.2,-197.83,-13.85,0.4,-1.3,-16.2,1161.37,-198.55,-14.34,16.06,-2.22,-0.49,-11.8,4.31,10.63,-14.37,332.7,282.6,0.33,0.54,
4519.471,0.0501,KILIT,11.08,11.23,1166.67,-200.24,-15.68,10.83,-2.32,-0.0,1155.83,-197.97,-13.87,1.9,-1.6,-16.6,1161.94,-198.87,-14.36,15.79,-2.43,-0.49,-11.8,4.45,11.03,-13.97,333.1,281.4,0.21,0.35,
4519.521,0.0501,KILIT,11.0,11.15,1167.22,-200.36,-15.68,10.83,-2.35,-0.0,1156.45,-198.1,-13.89,1.0,-1.7,-16.8,1162.38,-199.81,-14.38,15.67,-3.01,-0.49,-11.8,4.79,11.02,-13.98,334.1,281.4,-0.3,0.48,
4519.571,0.0501,KILIT,10.38,10.53,1167.22,-200.36,-15.68,10.83,-2.35,-0.0,1157.06,-198.23,-13.91,1.3,-2.0,-15.8,1162.45,-199.82,-14.4,15.18,-3.36,-0.49,-11.8,3.72,11.76,-13.24,330.9,279.1,-0.3,0.48,
4519.621,0.0503,KILIT,10.3,10.45,1167.76,-200.47,-15.68,9.21,-1.99,-0.0,1157.68,-198.37,-13.93,2.5,-2.1,-14.6,1163.1,-199.82,-14.42,14.58,-3.4,-0.49,-14.6,2.31,11.85,-13.15,326.7,278.9,-0.21,0.35,
4519.671,0.0501,KILIT,10.22,10.37,1168.31,-200.6,-15.68,9.75,-2.13,-0.0,1158.31,-198.5,-13.95,1.5,-1.8,-14.5,1163.63,-200.35,-14.44,14.11,-3.78,-0.49,-14.5,2.37,11.47,-13.53,327.0,280.1,-0.47,0.76,
4519.721,0.0501,KILIT,10.36,10.5,1169.06,-200.75,-15.68,11.32,-2.43,-0.0,1158.92,-198.63,-13.97,2.6,-1.8,-14.4,1164.67,-199.54,-14.46,14.54,-3.36,-0.49,-14.4,2.07,11.27,-13.73,326.1,280.7,0.16,0.26,
4519.771,0.0501,KILIT,10.41,10.55,1169.74,-200.9,-15.68,11.98,-2.58,-0.0,1159.55,-198.77,-13.99,2.8,-1.4,-13.9,1165.39,-199.84,-14.48,15.13,-3.22,-0.49,-13.9,1.58,10.71,-14.29,324.6,282.4,0.08,0.13,
4519.822,0.0501,KILIT,10.42,10.55,1170.37,-201.04,-15.68,12.14,-2.62,-0.0,1160.17,-198.9,-14.01,1.4,-0.6,-14.8,1166.06,-200.13,-14.5,15.72,-3.3,-0.49,-14.8,2.74,9.77,-15.23,328.1,285.3,-0.01,0.02,
4519.872,0.0507,KILIT,10.4,10.53,1170.97,-201.17,-15.68,12.05,-2.6,-0.0,1160.79,-199.05,-14.03,2.5,-0.1,-16.0,1166.73,-200.29,-14.52,16.32,-3.39,-0.49,-11.7,3.86,9.29,-15.71,331.5,286.8,-0.02,0.04,
4519.922,0.0501,KILIT,10.36,10.48,1171.55,-201.29,-15.68,11.91,-2.55,-0.0,1161.41,-199.18,-14.05,1.3,0.5,-16.2,1167.47,-199.99,-14.54,16.7,-2.93,-0.49,-11.7,4.26,8.54,-16.46,332.8,289.1,0.26,0.42,
4519.973,0.0503,KILIT,10.31,10.44,1172.12,-201.41,-15.68,11.73,-2.5,-0.0,1162.02,-199.31,-14.07,0.5,1.1,-16.4,1168.11,-200.12,-14.56,17.05,-2.44,-0.49,-11.7,4.58,7.82,-17.18,333.8,291.4,0.26,0.42,
4520.023,0.0501,KILIT,10.24,10.36,1172.68,-201.54,-15.68,11.57,-2.52,-0.0,1162.66,-199.44,-14.09,1.8,1.2,-17.0,1168.48,-201.5,-14.58,16.9,-3.02,-0.49,-11.8,4.92,7.79,-17.21,334.9,291.5,-0.53,0.86,
4520.073,0.0501,KILIT,10.17,10.29,1173.24,-201.66,-15.68,11.45,-2.49,-0.0,1163.28,-199.58,-14.11,-0.5,0.9,-16.2,1169.17,-201.36,-14.6,16.7,-3.58,-0.49,-11.8,4.47,7.84,-17.16,333.5,291.4,-0.35,0.57,
4520.123,0.0501,KILIT,9.55,9.68,1173.24,-201.66,-15.68,11.45,-2.49,-0.0,1163.89,-199.7,-14.13,1.2,0.6,-15.2,1169.24,-201.38,-14.62,16.15,-3.81,-0.49,-11.8,3.18,8.69,-16.31,329.5,288.7,-0.35,0.57,
4520.173,0.0501,KILIT,9.71,9.83,1174.01,-201.82,-15.68,10.33,-2.24,-0.0,1164.51,-199.83,-14.15,0.5,0.0,-15.0,1170.13,-201.35,-14.64,15.55,-3.75,-0.49,-11.8,3.08,8.98,-16.02,329.2,287.8,-0.22,0.36,
4520.223,0.0502,KILIT,9.07,9.2,1174.01,-201.82,-15.68,10.33,-2.24,-0.0,1165.13,-199.97,-14.17,-0.2,-1.0,-14.1,1170.2,-201.36,-14.66,14.96,-3.63,-0.49,-14.1,2.36,10.44,-14.56,327.0,283.2,-0.22,0.36,
4520.273,0.0501,KILIT,9.37,9.49,1174.92,-202.02,-15.68,9.95,-2.15,-0.0,1165.75,-200.09,-14.19,1.3,-1.7,-13.6,1171.21,-201.46,-14.68,14.44,-3.33,-0.49,-13.6,1.49,10.77,-14.23,324.4,282.2,-0.14,0.24,
4520.323,0.0501,KILIT,9.52,9.63,1175.69,-202.18,-15.68,11.57,-2.49,-0.0,1166.37,-200.23,-14.21,-0.4,-2.1,-14.5,1172.09,-201.45,-14.7,15.03,-3.22,-0.49,-14.5,2.76,10.86,-14.14,328.1,281.9,-0.02,0.04,
4520.374,0.0505,KILIT,9.57,9.68,1176.37,-202.33,-15.68,12.15,-2.62,-0.0,1167.0,-200.36,-14.23,0.3,-2.6,-14.9,1172.84,-201.63,-14.72,15.63,-3.25,-0.49,-11.9,2.99,11.22,-13.78,328.8,280.8,-0.03,0.06,
4520.425,0.051,KILIT,9.59,9.7,1177.0,-202.46,-15.68,12.2,-2.61,-0.0,1167.61,-200.48,-14.25,0.2,-2.9,-14.9,1173.63,-201.36,-14.74,16.18,-2.98,-0.49,-14.9,2.97,11.38,-13.62,328.7,280.3,0.23,0.38,
4520.475,0.0501,KILIT,9.58,9.68,1177.59,-202.59,-15.68,12.12,-2.59,-0.0,1168.22,-200.62,-14.27,-0.9,-2.3,-16.6,1174.3,-201.49,-14.76,16.74,-2.77,-0.49,-11.9,4.94,10.59,-14.41,334.6,282.7,0.24,0.38,
4520.525,0.0501,KILIT,9.53,9.63,1178.17,-202.71,-15.68,11.95,-2.56,-0.0,1168.85,-200.75,-14.29,0.0,-2.0,-16.6,1174.92,-201.79,-14.78,17.3,-2.99,-0.49,-11.9,4.73,10.29,-14.71,334.0,283.6,0.14,0.22,
4520.575,0.0501,KILIT,9.48,9.58,1178.74,-202.84,-15.68,11.76,-2.57,-0.0,1169.47,-200.87,-14.31,-0.3,-2.1,-15.7,1175.28,-203.18,-14.79,17.16,-3.58,-0.49,-12.0,3.75,10.3,-14.7,331.1,283.6,-0.65,1.07,
4520.625,0.0501,KILIT,9.39,9.49,1179.3,-202.96,-15.68,11.56,-2.51,-0.0,1170.11,-201.01,-14.33,-0.6,-1.5,-17.1,1175.97,-202.7,-14.79,16.77,-4.03,-0.48,-12.0,5.22,9.62,-15.38,335.6,285.7,-0.27,0.45,
4520.675,0.0501,KILIT,9.32,9.42,1179.85,-203.08,-15.68,11.41,-2.45,-0.0,1170.73,-201.14,-14.35,0.8,-1.4,-16.8,1176.84,-202.08,-14.83,16.81,-3.43,-0.48,-12.0,4.69,9.58,-15.42,334.0,285.8,0.21,0.35,
4520.725,0.0501,KILIT,9.26,9.35,1180.4,-203.2,-15.68,11.27,-2.46,-0.0,1171.34,-201.27,-14.37,-0.1,-2.4,-14.4,1177.15,-203.28,-14.83,16.54,-3.97,-0.47,-14.4,2.39,10.44,-14.56,327.1,283.2,-0.47,0.77,
4520.776,0.0502,KILIT,9.2,9.29,1180.95,-203.33,-15.68,11.21,-2.48,-0.0,1171.96,-201.4,-14.39,0.1,-2.6,-14.8,1177.64,-204.05,-14.85,16.33,-4.53,-0.47,-14.8,2.69,10.58,-14.42,328.0,282.8,-0.87,1.42,
4520.826,0.0501,KILIT,9.12,9.21,1181.5,-203.45,-15.68,11.14,-2.46,-0.0,1172.59,-201.53,-14.41,1.3,-3.1,-14.9,1178.35,-203.77,-14.87,15.95,-5.0,-0.47,-14.9,2.52,11.08,-13.92,327.4,281.2,-0.61,0.99,
4520.876,0.0501,KILIT,9.04,9.12,1182.05,-203.57,-15.68,11.09,-2.41,-0.0,1173.22,-201.66,-14.43,-0.4,-4.3,-13.3,1179.16,-203.04,-14.89,16.0,-4.4,-0.47,-13.3,1.23,12.17,-12.83,323.6,277.9,-0.06,0.1,
4520.926,0.0504,KILIT,8.96,9.04,1182.58,-203.68,-15.68,10.92,-2.34,-0.0,1173.83,-201.79,-14.45,0.4,-4.7,-13.9,1179.94,-202.35,-14.91,16.05,-3.8,-0.47,-13.9,1.68,12.53,-12.47,324.9,276.8,0.45,0.74,
4520.976,0.0501,KILIT,8.86,8.94,1183.12,-203.8,-15.68,10.84,-2.37,-0.0,1174.46,-201.92,-14.46,0.2,-4.7,-15.6,1180.3,-203.63,-14.93,15.55,-4.13,-0.47,-12.2,3.37,12.54,-12.46,329.8,276.7,-0.27,0.44,
4521.027,0.0501,KILIT,8.23,8.31,1183.12,-203.8,-15.68,10.84,-2.37,-0.0,1175.08,-202.05,-14.49,-1.5,-5.3,-14.9,1180.37,-203.64,-14.95,14.96,-4.02,-0.47,-14.9,3.04,13.45,-11.55,328.8,274.0,-0.27,0.44,
4521.077,0.0502,KILIT,8.34,8.43,1183.88,-203.96,-15.68,9.87,-2.15,-0.0,1175.73,-202.19,-14.51,-0.9,-5.2,-15.2,1181.23,-203.68,-14.97,14.44,-3.71,-0.46,-15.2,3.2,13.13,-11.87,329.3,275.0,-0.18,0.29,
4521.127,0.0501,KILIT,8.41,8.49,1184.56,-204.11,-15.68,10.97,-2.39,-0.0,1176.34,-202.32,-14.52,-1.6,-4.7,-16.1,1182.02,-203.68,-14.99,14.95,-3.38,-0.47,-12.3,4.23,12.43,-12.57,332.3,277.1,-0.08,0.12,
4521.177,0.0501,KILIT,8.41,8.49,1185.19,-204.24,-15.68,11.44,-2.46,-0.02,1176.97,-202.45,-14.54,-2.9,-4.4,-15.5,1182.84,-203.25,-15.01,15.32,-2.91,-0.47,-12.3,3.86,11.96,-13.04,331.3,278.5,0.29,0.48,
4521.227,0.0501,KILIT,8.38,8.45,1185.79,-204.37,-15.69,11.58,-2.49,-0.03,1177.6,-202.59,-14.56,-2.0,-3.7,-16.0,1183.53,-203.32,-15.04,15.76,-2.5,-0.48,-12.3,4.18,11.21,-13.79,332.3,280.8,0.34,0.55,
4521.277,0.0502,KILIT,7.72,7.8,1185.79,-204.37,-15.69,11.58,-2.49,-0.03,1178.24,-202.73,-14.58,-2.7,-2.6,-17.4,1183.6,-203.34,-15.06,15.37,-2.05,-0.49,-12.3,5.69,10.49,-14.51,336.8,283.0,0.34,0.55,
4521.327,0.0501,KILIT,7.91,7.98,1186.59,-204.55,-15.69,10.5,-2.27,-0.03,1178.86,-202.87,-14.6,-3.2,-1.9,-16.4,1184.42,-203.76,-15.08,14.84,-2.34,-0.5,-12.2,4.73,9.48,-15.52,334.1,286.2,0.19,0.31,
4521.377,0.0501,KILIT,7.26,7.34,1186.59,-204.55,-15.69,10.5,-2.27,-0.03,1179.49,-203.01,-14.62,-1.5,-1.1,-15.8,1184.49,-203.78,-15.1,14.24,-2.29,-0.5,-12.2,3.85,9.37,-15.63,331.5,286.6,0.19,0.31,
4521.428,0.0501,KILIT,7.54,7.61,1187.5,-204.74,-15.69,10.1,-2.17,-0.02,1180.14,-203.13,-14.64,-2.4,-0.0,-16.1,1185.51,-203.87,-15.12,13.98,-2.13,-0.5,-12.3,4.1,7.76,-17.24,332.4,291.6,0.26,0.43,
4521.478,0.0502,KILIT,7.71,7.77,1188.28,-204.91,-15.69,11.72,-2.52,-0.02,1180.75,-203.28,-14.66,-1.0,0.7,-14.5,1186.31,-204.28,-15.14,14.51,-2.42,-0.5,-14.5,2.42,6.87,-18.13,327.4,294.5,0.12,0.2,
4521.528,0.0501,KILIT,7.06,7.13,1188.28,-204.91,-15.69,11.72,-2.52,-0.02,1181.38,-203.42,-14.68,0.3,1.2,-13.6,1186.38,-204.29,-15.16,14.49,-3.01,-0.49,-13.6,1.4,6.94,-18.06,324.2,294.3,0.12,0.2,
4521.578,0.0501,KILIT,7.34,7.4,1189.19,-205.1,-15.69,10.92,-2.36,-0.01,1182.02,-203.55,-14.7,-0.4,2.5,-15.2,1187.32,-204.59,-15.17,14.91,-3.42,-0.49,-15.2,2.99,5.16,-19.84,329.2,300.1,0.07,0.11,
4521.629,0.0508,KILIT,7.48,7.54,1189.95,-205.27,-15.69,12.14,-2.61,-0.01,1182.64,-203.7,-14.72,1.9,3.5,-14.6,1188.13,-204.54,-15.17,15.5,-3.28,-0.48,-14.6,2.36,3.97,-21.03,327.3,304.0,0.2,0.33,
4521.68,0.0509,KILIT,7.53,7.59,1190.62,-205.42,-15.69,12.45,-2.73,-0.01,1183.26,-203.83,-14.74,1.0,3.5,-13.9,1188.56,-205.81,-15.17,15.66,-3.87,-0.47,-13.9,1.64,3.72,-21.28,325.1,304.9,-0.51,0.82,
4521.73,0.0501,KILIT,6.89,6.95,1190.62,-205.42,-15.69,12.45,-2.73,-0.01,1183.89,-203.97,-14.76,1.8,4.2,-16.9,1188.56,-205.81,-15.17,15.35,-4.39,-0.46,-12.2,4.6,3.65,-21.35,334.4,305.1,-0.51,0.82,
4521.78,0.0502,KILIT,6.87,6.93,1191.25,-205.56,-15.69,10.58,-2.32,-0.01,1184.53,-204.11,-14.78,2.4,5.2,-17.8,1189.21,-205.81,-15.17,14.75,-4.45,-0.44,-12.2,5.5,2.6,-22.4,337.3,308.6,-0.42,0.68,
4521.83,0.0501,KILIT,7.08,7.13,1192.06,-205.73,-15.69,12.28,-2.69,-0.0,1185.14,-204.24,-14.8,0.6,4.3,-15.2,1190.07,-205.81,-15.17,15.35,-4.42,-0.4,-12.2,2.97,2.9,-22.1,329.3,307.6,-0.31,0.5,
4521.881,0.0506,KILIT,7.08,7.13,1192.06,-205.73,-15.69,12.28,-2.69,-0.0,1185.14,-204.24,-14.8,2.1,3.2,-17.3,1190.07,-205.81,-15.17,15.83,-4.31,-0.38,-12.2,4.94,4.16,-20.84,335.4,303.4,-0.31,0.5,
4521.931,0.0501,KILIT,6.52,6.58,1192.77,-205.89,-15.69,10.71,-2.34,-0.0,1186.39,-204.51,-14.83,-0.3,3.8,-18.9,1190.79,-205.88,-15.17,15.26,-4.11,-0.37,-12.9,6.68,3.7,-21.3,340.9,304.9,-0.25,0.41,
4521.981,0.0503,KILIT,6.56,6.61,1193.41,-206.02,-15.69,11.34,-2.45,-0.0,1187.0,-204.65,-14.85,-0.4,3.6,-14.2,1191.58,-205.38,-15.17,15.04,-3.55,-0.36,-14.2,2.11,3.69,-21.31,326.6,305.0,0.15,0.24,
4522.031,0.0503,KILIT,7.31,7.35,1194.14,-206.18,-15.69,12.3,-2.66,-0.0,1187.0,-204.65,-14.85,-0.9,1.6,-13.8,1192.3,-205.56,-15.17,15.59,-3.32,-0.35,-13.8,1.76,4.93,-20.07,325.4,300.8,0.13,0.22,
4522.082,0.0502,KILIT,6.69,6.74,1194.8,-206.32,-15.69,12.55,-2.69,-0.0,1188.26,-204.91,-14.89,-2.9,1.5,-16.4,1193.05,-205.29,-15.17,15.7,-2.73,-0.34,-12.2,4.47,5.1,-19.9,333.8,300.2,0.4,0.64,
4522.132,0.0501,KILIT,7.31,7.36,1195.41,-206.45,-15.69,12.42,-2.67,-0.0,1188.26,-204.91,-14.89,-2.9,1.5,-16.4,1193.61,-205.64,-15.17,16.29,-2.66,-0.32,-12.2,4.44,4.53,-20.47,333.8,302.1,0.25,0.42,
4522.182,0.0501,KILIT,7.15,7.19,1195.88,-206.56,-15.69,11.5,-2.49,-0.0,1188.89,-205.05,-14.91,-1.8,2.1,-13.2,1194.0,-206.08,-15.17,16.0,-3.19,-0.28,-13.2,1.16,4.09,-20.91,323.6,303.6,0.04,0.06,
4522.232,0.0501,KILIT,7.04,7.08,1196.38,-206.67,-15.69,11.05,-2.4,-0.0,1189.5,-205.18,-14.93,-3.0,0.7,-12.5,1194.46,-206.4,-15.17,15.49,-3.51,-0.26,-12.5,0.6,5.44,-19.56,321.8,299.2,-0.09,0.15,
4522.282,0.0504,KILIT,6.93,6.97,1196.9,-206.78,-15.69,10.81,-2.35,-0.0,1190.12,-205.31,-14.95,-1.7,0.6,-14.1,1194.93,-206.74,-15.17,15.0,-3.86,-0.25,-14.1,2.02,5.44,-19.56,326.2,299.2,-0.23,0.38,
4522.332,0.05,KILIT,6.85,6.89,1197.43,-206.9,-15.69,10.74,-2.37,-0.0,1190.73,-205.45,-14.96,-2.7,-0.3,-12.5,1195.31,-207.5,-15.17,14.68,-4.36,-0.24,-12.5,0.58,6.36,-18.64,321.8,296.2,-0.64,1.04,
4522.383,0.0503,KILIT,6.74,6.78,1197.96,-207.02,-15.69,10.7,-2.35,-0.0,1191.37,-205.59,-14.98,-1.3,-1.5,-16.2,1195.93,-207.24,-15.17,14.08,-4.43,-0.21,-12.2,4.17,7.42,-17.58,332.6,292.7,-0.4,0.65,
4522.433,0.0501,KILIT,6.67,6.71,1198.5,-207.13,-15.69,10.75,-2.33,-0.0,1191.98,-205.72,-15.0,-1.1,-0.7,-15.3,1196.68,-206.41,-15.17,14.11,-3.83,-0.21,-12.2,3.24,6.54,-18.46,329.9,295.6,0.2,0.32,
4522.485,0.0525,KILIT,6.6,6.64,1199.05,-207.25,-15.69,10.65,-2.32,-0.0,1192.59,-205.88,-15.02,-1.1,-0.7,-15.3,1197.16,-206.83,-15.17,13.97,-3.22,-0.18,-12.0,3.46,6.43,-18.57,330.6,295.9,0.0,0.01,
4522.535,0.0502,KILIT,5.91,5.94,1199.6,-207.37,-15.69,10.73,-2.36,-0.0,1193.82,-206.14,-15.05,-0.9,-1.2,-15.6,1197.55,-207.68,-15.17,13.42,-3.47,-0.17,-12.1,3.67,7.32,-17.68,331.1,293.0,-0.45,0.73,
